person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,dti_ratio,interest_burden,Cluster,Default_Probability,Risk_Level,Home Ownership,Loan Purpose,Loan Grade,Default History,Actual Default Status,Cluster_Name,Income Group,Age Group
22,31200,2.0,1050,7.51,0.03,4,0.0336538461538461,7885.5,2,0.15392168,Low Risk,MORTGAGE,DEBTCONSOLIDATION,A,N,Default,High Risk,Middle Income,20-25
21,38400,0.0,12200,10.99,0.32,2,0.3177083333333333,134078.0,0,0.05567859,Low Risk,OWN,VENTURE,C,N,No Default,Low Risk,Middle Income,20-25
25,72267,0.3662079254560251,4963,15.2916896037272,0.07,2,0.06868945034717713,75901.44576401738,1,0.99882704,High Risk,RENT,DEBTCONSOLIDATION,D,N,Default,Medium Risk,Low Income,20-25
28,40000,10.834681741174,16000,11.72165318258826,0.4,5,0.4,187546.45092141215,0,0.99831545,High Risk,RENT,DEBTCONSOLIDATION,B,N,Default,Low Risk,Upper Middle Income,20-25
28,15162,4.271238541667616,2862,7.045885312499145,0.18813715625002847,4,0.1885544463141325,20063.818912501334,2,0.9998018,High Risk,OWN,HOMEIMPROVEMENT,A,N,Default,High Risk,Middle Income,20-25
41,42000,2.0,5000,7.49,0.12,12,0.119047619047619,37450.0,2,0.017075343,Low Risk,RENT,MEDICAL,A,N,No Default,High Risk,Upper Middle Income,30-35
40,52200,3.0,4000,10.99,0.08,15,0.0766283524904214,43960.0,1,0.11481128,Low Risk,MORTGAGE,PERSONAL,D,N,No Default,Medium Risk,Upper Middle Income,25-30
21,33000,2.0,10800,12.23,0.33,3,0.3272727272727272,132084.0,0,0.9930443,High Risk,RENT,EDUCATION,C,N,Default,Low Risk,Middle Income,20-25
29,32972,1.4300172188608697,4738,10.715761558404608,0.14476672406286958,9,0.14360945377761183,50663.87309504139,1,0.9963252,High Risk,RENT,HOMEIMPROVEMENT,B,N,Default,Medium Risk,Middle Income,20-25
22,66000,0.0,3300,14.65,0.05,2,0.05,48345.0,1,0.07454194,Low Risk,RENT,VENTURE,C,Y,No Default,Medium Risk,Low Income,20-25
25,95950,2.0,17500,11.71,0.18,2,0.1823866597186034,204925.00000000003,0,0.053218953,Low Risk,RENT,HOMEIMPROVEMENT,B,N,No Default,Low Risk,High Income,20-25
28,105000,0.0,19000,12.21,0.18,6,0.1809523809523809,231990.00000000003,0,0.009687351,Low Risk,MORTGAGE,VENTURE,B,N,No Default,Low Risk,High Income,20-25
24,54000,7.343919060210865,2132,16.806492188940524,0.04,3,0.03949637124054541,35755.84261885654,1,0.9789119,High Risk,RENT,HOMEIMPROVEMENT,D,N,Default,Medium Risk,Upper Middle Income,20-25
25,76000,0.0,5000,8.9,0.07,2,0.0657894736842105,44500.0,2,0.06567608,Low Risk,RENT,DEBTCONSOLIDATION,A,N,No Default,High Risk,Low Income,20-25
31,42000,16.60874727154064,1125,8.291015663847414,0.023136609091756685,10,0.02679677056357778,9545.659300550089,1,0.97905684,High Risk,RENT,EDUCATION,A,N,Default,Medium Risk,Upper Middle Income,20-25
25,40665,4.835067085494601,1083,14.805078549686945,0.023340268341978405,2,0.026679967320362836,15722.817276645512,1,0.9972344,High Risk,OWN,DEBTCONSOLIDATION,D,N,Default,Medium Risk,Upper Middle Income,20-25
26,36897,3.495694815882368,4504,15.812558017900045,0.12512915552352896,7,0.12243913178842457,69044.69863711177,1,0.9939653,High Risk,OWN,EDUCATION,C,N,Default,Medium Risk,Middle Income,20-25
23,49800,2.0,2400,11.83,0.05,2,0.0481927710843373,28392.0,1,0.17843208,Low Risk,RENT,PERSONAL,B,N,No Default,Medium Risk,Upper Middle Income,20-25
24,31045,5.703790898180341,15000,15.301358605987868,0.4843206970060655,2,0.4836673927146516,229520.37908981805,0,0.9992791,High Risk,OTHER,EDUCATION,C,N,Default,Low Risk,Middle Income,20-25
25,60000,1.0,5000,7.29,0.08,3,0.0833333333333333,36450.0,2,0.0021029287,Low Risk,MORTGAGE,VENTURE,A,N,No Default,High Risk,Low Income,20-25
22,137000,3.0,25000,9.99,0.18,4,0.1824817518248175,249750.0,0,0.029572839,Low Risk,MORTGAGE,MEDICAL,B,N,No Default,Low Risk,High Income,20-25
30,30074,4.307692243653073,1430,8.404615487718553,0.05,8,0.04757641698156745,11990.769328429064,2,0.8951406,High Risk,MORTGAGE,EDUCATION,A,N,Default,High Risk,Middle Income,20-25
30,110925,1.0,25000,15.33,0.19,9,0.225377507324769,383250.0,0,0.9453805,High Risk,MORTGAGE,MEDICAL,D,N,Default,Low Risk,High Income,20-25
24,87611,7.444500026779427,8000,14.801104997054264,0.09277749986610287,3,0.09137372919534663,118408.8399764341,1,0.99075365,High Risk,OWN,DEBTCONSOLIDATION,D,N,Default,Medium Risk,High Income,20-25
52,27000,0.0,3725,15.24583481018723,0.1390319184408715,18,0.13799251707488097,55841.94142728475,1,0.9946984,High Risk,RENT,HOMEIMPROVEMENT,D,Y,Default,Medium Risk,Middle Income,30-35
30,125000,14.0,5750,7.43,0.05,5,0.046,42722.5,2,0.02431035,Low Risk,MORTGAGE,HOMEIMPROVEMENT,A,N,No Default,High Risk,High Income,20-25
27,31200,1.0,7500,7.74,0.24,8,0.2403846153846154,58050.0,2,0.24506892,Medium Risk,MORTGAGE,HOMEIMPROVEMENT,A,N,No Default,High Risk,Middle Income,20-25
24,43995,3.9478299742142333,7410,13.971392690803077,0.17017390008595257,4,0.16843773601678433,103523.11325857318,1,0.95957386,High Risk,RENT,MEDICAL,C,N,Default,Medium Risk,Upper Middle Income,20-25
27,82500,3.0,11100,8.94,0.13,7,0.1345454545454545,99234.0,2,0.035368554,Low Risk,MORTGAGE,DEBTCONSOLIDATION,A,N,No Default,High Risk,High Income,20-25
27,78000,3.0,12000,15.58,0.15,7,0.1538461538461538,186960.0,1,0.89421713,High Risk,OWN,MEDICAL,D,N,No Default,Medium Risk,Low Income,20-25
22,20658,3.137406793448485,1372,16.839660107288275,0.06646944904913636,4,0.06610577053461243,22227.785418489577,1,0.9870771,High Risk,RENT,EDUCATION,C,N,Default,Medium Risk,Middle Income,20-25
49,72000,2.0,14825,6.03,0.21,12,0.2059027777777777,89394.75,2,0.0008958892,Low Risk,MORTGAGE,VENTURE,A,N,No Default,High Risk,Low Income,30-35
29,11313,4.0,2200,6.594640877017257,0.19893833097204017,6,0.194487955816873,14491.300109488777,2,0.9965552,High Risk,OWN,EDUCATION,A,N,Default,High Risk,Middle Income,20-25
26,58320,10.468618706472842,4653,9.422468489553482,0.07,5,0.07972688352521898,43300.33048935376,1,0.993669,High Risk,OTHER,HOMEIMPROVEMENT,A,N,Default,Medium Risk,Low Income,20-25
29,93000,1.0,10000,11.14,0.11,8,0.1075268817204301,111400.0,1,0.03813233,Low Risk,RENT,HOMEIMPROVEMENT,B,N,No Default,Medium Risk,High Income,20-25
29,44000,8.0,11000,7.29,0.25,6,0.25,80190.0,2,0.002909853,Low Risk,RENT,VENTURE,A,N,No Default,High Risk,Upper Middle Income,20-25
29,32800,13.0,12000,16.45,0.37,9,0.3658536585365853,197400.0,0,0.99562186,High Risk,RENT,MEDICAL,E,N,Default,Low Risk,Middle Income,20-25
29,33390,8.09877127308106,7804,15.012814271603462,0.23219754254616212,7,0.23390551659451744,117063.45699455784,1,0.9673785,High Risk,RENT,DEBTCONSOLIDATION,C,N,Default,Medium Risk,Middle Income,20-25
22,90000,6.0,12000,12.42,0.13,4,0.1333333333333333,149040.0,1,0.025239779,Low Risk,RENT,PERSONAL,B,N,No Default,Medium Risk,High Income,20-25
28,32813,2.276842027073873,11800,11.683531572301279,0.36146184239847295,5,0.35986120983593106,137777.82671403507,0,0.99989355,High Risk,RENT,VENTURE,B,N,Default,Low Risk,Middle Income,20-25
30,21054,3.115472559301962,9851,17.032379956552823,0.46942263720349015,6,0.46803402430988367,167526.72113295808,0,0.99979657,High Risk,RENT,MEDICAL,D,Y,Default,Low Risk,Middle Income,20-25
22,70000,4.0,9000,10.99,0.13,2,0.1285714285714285,98910.0,1,0.020712283,Low Risk,RENT,EDUCATION,B,N,No Default,Medium Risk,Low Income,20-25
29,16800,4.0,5000,6.92,0.3,7,0.2976190476190476,34600.0,2,0.9961992,High Risk,RENT,PERSONAL,A,N,Default,High Risk,Middle Income,20-25
21,28692,5.0,3000,10.75,0.1,2,0.1045587620242576,32250.0,1,0.07632809,Low Risk,MORTGAGE,EDUCATION,B,N,No Default,Medium Risk,Middle Income,20-25
34,48703,3.1630169903355214,8000,15.68326033980671,0.16163016990335521,13,0.1643103808552267,125466.08271845369,1,0.9993876,High Risk,MORTGAGE,DEBTCONSOLIDATION,D,N,Default,Medium Risk,Upper Middle Income,20-25
24,49000,8.0,4400,16.77,0.09,3,0.0897959183673469,73788.0,1,0.96205723,High Risk,RENT,DEBTCONSOLIDATION,D,Y,Default,Medium Risk,Upper Middle Income,20-25
28,162158,11.548454392150765,25376,21.334454138688685,0.13225772803924618,8,0.1565279678573168,539976.4966222084,0,0.9581255,High Risk,OWN,MEDICAL,F,Y,Default,Low Risk,High Income,20-25
28,51000,12.0,8000,7.51,0.16,5,0.1568627450980392,60080.0,2,0.005100469,Low Risk,MORTGAGE,VENTURE,A,N,No Default,High Risk,Upper Middle Income,20-25
35,30000,2.0,3300,5.99,0.11,6,0.11,19767.0,2,0.10701142,Low Risk,MORTGAGE,EDUCATION,A,N,No Default,High Risk,Middle Income,25-30
24,36000,5.0,4000,15.23,0.11,3,0.1111111111111111,60920.0,1,0.22511771,Medium Risk,MORTGAGE,MEDICAL,C,Y,Default,Medium Risk,Middle Income,20-25
22,35000,0.0,3000,10.99,0.09,2,0.0857142857142857,32970.0,1,0.03831868,Low Risk,RENT,EDUCATION,B,N,No Default,Medium Risk,Middle Income,20-25
29,31132,4.1456110966949975,3370,14.214373211294808,0.10483511122644001,7,0.10880152352263017,47030.60377910406,1,0.9840035,High Risk,RENT,EDUCATION,C,N,Default,Medium Risk,Middle Income,20-25
23,36000,6.0,14000,12.99,0.39,3,0.3888888888888889,181860.0,0,0.117037,Low Risk,MORTGAGE,PERSONAL,C,N,No Default,Low Risk,Middle Income,20-25
26,18000,4.0,3000,13.104932912726065,0.17,5,0.1666666666666666,39314.79873817819,1,0.9972505,High Risk,RENT,PERSONAL,C,N,Default,Medium Risk,Middle Income,20-25
24,24605,1.211900346015422,1681,13.418992179935733,0.06605950173007712,3,0.06825652664357325,22435.340578543957,1,0.99832183,High Risk,RENT,HOMEIMPROVEMENT,B,N,Default,Medium Risk,Middle Income,20-25
21,19968,4.0,5000,10.99,0.25,2,0.250400641025641,54950.0,1,0.99053496,High Risk,RENT,EDUCATION,C,N,Default,Medium Risk,Middle Income,20-25
29,70000,13.0,8000,7.49,0.11,5,0.1142857142857142,59920.0,2,0.053265583,Low Risk,RENT,EDUCATION,A,N,No Default,High Risk,Low Income,20-25
28,48500,0.8741963250031519,15000,12.963774110249906,0.31,7,0.3092783505154639,194456.61165374858,0,0.99982965,High Risk,RENT,MEDICAL,C,Y,Default,Low Risk,Upper Middle Income,20-25
25,65236,9.297483019742995,24361,15.62562924506425,0.3218993207897198,2,0.3734890464865805,380617.16240534314,0,0.9991008,High Risk,RENT,HOMEIMPROVEMENT,D,N,Default,Low Risk,Low Income,20-25
25,130104,4.918271921565295,23639,19.914598841743558,0.18,5,0.1815732542210659,469483.35513820633,0,0.98987037,High Risk,MORTGAGE,HOMEIMPROVEMENT,F,N,Default,Low Risk,High Income,20-25
28,66838,7.9242581173201785,2427,9.834504517425131,0.04,4,0.03632679671957499,23872.35767590244,2,0.6247935,High Risk,MORTGAGE,HOMEIMPROVEMENT,B,N,Default,High Risk,Low Income,20-25
60,49008,5.0,12000,13.79,0.24,30,0.2448579823702252,165480.0,0,0.049383692,Low Risk,OWN,PERSONAL,C,Y,No Default,Low Risk,Upper Middle Income,35-40
30,96948,2.2371676812985966,10000,15.45076073053499,0.1,4,0.10317846799458913,154507.6073053499,1,0.9945063,High Risk,OWN,DEBTCONSOLIDATION,D,Y,Default,Medium Risk,High Income,20-25
26,67000,1.0,29000,7.51,0.43,2,0.4328358208955223,217790.0,0,0.037991706,Low Risk,MORTGAGE,VENTURE,A,N,No Default,Low Risk,Low Income,20-25
21,53693,1.194818602705285,15238,16.46103627945894,0.2871689116162317,4,0.2840490910094679,250667.27460437873,0,0.9992768,High Risk,RENT,EDUCATION,D,N,Default,Low Risk,Upper Middle Income,20-25
25,110000,8.0,5500,6.62,0.05,2,0.05,36410.0,2,0.0044193747,Low Risk,MORTGAGE,DEBTCONSOLIDATION,A,N,No Default,High Risk,High Income,20-25
25,70000,9.0,12000,13.55,0.17,3,0.1714285714285714,162600.0,1,0.18787445,Low Risk,RENT,EDUCATION,D,Y,No Default,Medium Risk,Low Income,20-25
38,72900,3.0,15000,12.68,0.21,12,0.205761316872428,190200.0,0,0.12297718,Low Risk,RENT,PERSONAL,C,N,No Default,Low Risk,Low Income,25-30
27,29005,0.34326198553960463,13338,14.128752183954282,0.4585815496384901,3,0.4595890363212239,187921.08766173176,0,0.9999411,High Risk,RENT,HOMEIMPROVEMENT,C,N,Default,Low Risk,Middle Income,20-25
22,46281,5.0,5284,10.389395982625238,0.11569292907464229,3,0.11410042736747095,54474.640422267374,1,0.7308809,High Risk,OWN,DEBTCONSOLIDATION,C,N,Default,Medium Risk,Upper Middle Income,20-25
24,41777,3.6683144399950267,10000,13.748762559600381,0.24,2,0.239388916840873,137487.6255960038,1,0.93756974,High Risk,OWN,EDUCATION,C,N,Default,Medium Risk,Upper Middle Income,20-25
21,43971,5.0,4600,5.42,0.1,4,0.1046144049487162,24932.0,2,0.062340274,Low Risk,MORTGAGE,PERSONAL,A,N,No Default,High Risk,Upper Middle Income,20-25
28,29986,3.0305364704541677,3084,10.819911859570286,0.1030536470454168,5,0.10291333261462313,32919.019362576764,1,0.8038618,High Risk,OWN,DEBTCONSOLIDATION,B,N,Default,Medium Risk,Middle Income,20-25
23,55000,2.0,3000,9.88,0.05,2,0.0545454545454545,29640.000000000004,2,0.00096801843,Low Risk,RENT,VENTURE,B,N,No Default,High Risk,Upper Middle Income,20-25
26,31529,9.47206316109854,6000,12.844692771901347,0.19,7,0.1903016081881939,77068.15663140808,1,0.92565423,High Risk,RENT,DEBTCONSOLIDATION,C,N,Default,Medium Risk,Middle Income,20-25
23,75000,7.0,18000,12.73,0.24,4,0.24,229140.0,0,0.072839156,Low Risk,RENT,EDUCATION,C,Y,No Default,Low Risk,Low Income,20-25
26,185000,10.0,5000,7.68,0.03,2,0.027027027027027,38400.0,2,0.018912842,Low Risk,OWN,PERSONAL,A,N,No Default,High Risk,High Income,20-25
30,32684,5.281466718614891,2679,14.381536068571656,0.08359266640692554,7,0.08191097999094683,38233.3870066234,1,0.9982993,High Risk,OTHER,MEDICAL,C,N,Default,Medium Risk,Middle Income,20-25
21,69000,0.0,15000,15.170196622875531,0.22,4,0.217391304347826,227552.94934313296,0,0.99349135,High Risk,OTHER,HOMEIMPROVEMENT,D,N,Default,Low Risk,Low Income,20-25
26,51000,10.0,13000,15.33,0.25,3,0.2549019607843137,199290.0,0,0.9442944,High Risk,MORTGAGE,MEDICAL,D,Y,Default,Low Risk,Upper Middle Income,20-25
37,97000,7.0,10000,10.99,0.1,15,0.1030927835051546,109900.0,1,0.030086648,Low Risk,MORTGAGE,DEBTCONSOLIDATION,A,N,No Default,Medium Risk,High Income,25-30
22,113918,2.4290078272938844,24000,19.99353433468002,0.18429007827293883,3,0.21077505865812843,479844.82403232047,0,0.99843425,High Risk,OWN,HOMEIMPROVEMENT,F,Y,Default,Low Risk,High Income,20-25
23,83199,2.0,14400,5.42,0.17,3,0.1730790033534057,78048.0,2,0.017923614,Low Risk,MORTGAGE,DEBTCONSOLIDATION,A,N,No Default,High Risk,High Income,20-25
25,90996,5.0,14000,12.23,0.15,2,0.1538529166117192,171220.0,1,0.055350095,Low Risk,RENT,MEDICAL,C,N,No Default,Medium Risk,High Income,20-25
26,26000,4.0,12000,10.99,0.46,3,0.4615384615384615,131880.0,0,0.4460418,Medium Risk,MORTGAGE,HOMEIMPROVEMENT,B,N,No Default,Low Risk,Middle Income,20-25
32,25760,2.478993665002017,10317,12.077519529523558,0.3967647782750706,6,0.40099328339179974,124262.68829590714,0,0.9999753,High Risk,RENT,PERSONAL,B,N,Default,Low Risk,Middle Income,20-25
31,34251,2.0,12000,14.96,0.35,7,0.3503563908877832,179520.0,0,0.9996486,High Risk,RENT,PERSONAL,D,Y,Default,Low Risk,Middle Income,20-25
36,127000,20.0,25000,14.59,0.2,11,0.1968503937007874,364750.0,0,0.95468706,High Risk,RENT,DEBTCONSOLIDATION,D,N,Default,Low Risk,High Income,25-30
23,12000,3.638957443464484,5091,11.410724853645418,0.4246128935300766,4,0.4243072694199454,56952.77914886929,0,0.99999356,High Risk,RENT,HOMEIMPROVEMENT,B,N,Default,Low Risk,Middle Income,20-25
30,102000,8.0,15000,15.62,0.15,8,0.1470588235294117,234300.0,1,0.21512178,Medium Risk,MORTGAGE,HOMEIMPROVEMENT,D,Y,No Default,Medium Risk,High Income,20-25
34,36129,3.0,1800,14.22,0.05,9,0.0498214730548866,25596.0,1,0.13576217,Low Risk,RENT,DEBTCONSOLIDATION,C,Y,No Default,Medium Risk,Middle Income,25-30
25,45000,0.0,15000,13.48,0.33,2,0.3333333333333333,202200.0,0,0.99563617,High Risk,RENT,MEDICAL,C,N,Default,Low Risk,Upper Middle Income,20-25
22,78000,6.0,7750,7.51,0.1,4,0.0993589743589743,58202.5,2,0.10232361,Low Risk,MORTGAGE,MEDICAL,A,N,No Default,High Risk,Low Income,20-25
22,62900,6.0,20000,14.91,0.27,4,0.3179650238473768,298200.0,0,0.9952559,High Risk,RENT,MEDICAL,D,N,Default,Low Risk,Low Income,20-25
31,22778,11.466698167365493,9085,13.23142350881626,0.4017143532157832,10,0.3982391417962293,119413.71128189765,0,0.99855846,High Risk,RENT,DEBTCONSOLIDATION,C,N,Default,Low Risk,Middle Income,20-25
22,97672,1.109014744534506,26090,10.653144439388377,0.27199162189879567,3,0.2674554839402689,274940.77580293536,0,0.9305938,High Risk,MORTGAGE,DEBTCONSOLIDATION,C,N,Default,Low Risk,High Income,20-25
24,25994,1.99404620803949,1325,12.866993335059941,0.05002976895980255,4,0.050995887261310574,17054.944716561444,1,0.9932207,High Risk,RENT,HOMEIMPROVEMENT,B,N,Default,Medium Risk,Middle Income,20-25
25,75000,4.0,12000,13.49,0.16,2,0.16,161880.0,1,0.033293188,Low Risk,MORTGAGE,VENTURE,C,N,No Default,Medium Risk,Low Income,20-25
35,30538,2.0,1500,13.396252612499167,0.05,12,0.04913722009523597,20094.37891874875,1,0.81706715,High Risk,RENT,MEDICAL,C,Y,Default,Medium Risk,Middle Income,20-25
33,50800,16.0,10000,16.4,0.2,10,0.1968503937007874,164000.0,1,0.08712136,Low Risk,RENT,VENTURE,E,Y,No Default,Medium Risk,Upper Middle Income,25-30
31,60000,0.0,24250,12.18,0.4,5,0.4041666666666667,295365.0,0,0.013938837,Low Risk,OWN,VENTURE,B,N,No Default,Low Risk,Low Income,25-30
25,47000,0.0,5000,12.42,0.11,4,0.1063829787234042,62100.0,1,0.14815022,Low Risk,RENT,MEDICAL,B,N,No Default,Medium Risk,Upper Middle Income,20-25
22,50000,5.0,10000,11.71,0.2,3,0.2,117100.0,1,0.029683039,Low Risk,RENT,PERSONAL,B,N,No Default,Medium Risk,Upper Middle Income,20-25
22,52000,5.0,3900,7.51,0.07,3,0.075,29289.0,2,0.0017110833,Low Risk,MORTGAGE,VENTURE,A,N,No Default,High Risk,Upper Middle Income,20-25
22,54600,6.0,8000,7.51,0.15,2,0.1465201465201465,60080.0,2,0.084091336,Low Risk,RENT,DEBTCONSOLIDATION,A,N,No Default,High Risk,Upper Middle Income,20-25
23,64500,0.0,10000,10.99,0.16,4,0.1550387596899224,109900.0,1,0.05310535,Low Risk,MORTGAGE,MEDICAL,A,N,No Default,Medium Risk,Low Income,20-25
23,46000,2.0,6800,15.65,0.15,4,0.1478260869565217,106420.0,1,0.98923117,High Risk,RENT,VENTURE,D,Y,Default,Medium Risk,Upper Middle Income,20-25
27,21600,0.0,6000,18.07,0.28,7,0.2777777777777778,108420.0,1,0.99617803,High Risk,RENT,HOMEIMPROVEMENT,D,N,Default,Medium Risk,Middle Income,20-25
32,110888,0.0,10400,9.91,0.09,7,0.0937883269605367,103064.0,2,0.03606563,Low Risk,MORTGAGE,HOMEIMPROVEMENT,B,N,No Default,High Risk,High Income,25-30
21,33999,5.495713670631202,2251,11.819774962360302,0.06504286329368798,4,0.06621514887850793,25866.088727659673,1,0.9995003,High Risk,RENT,HOMEIMPROVEMENT,B,N,Default,Medium Risk,Middle Income,20-25
22,30816,1.3197406065264863,6000,16.851631127216823,0.19319740606526487,3,0.1947672354348191,101109.78676330093,1,0.9996295,High Risk,RENT,DEBTCONSOLIDATION,D,N,Default,Medium Risk,Middle Income,20-25
24,140000,8.0,16000,10.38,0.11,2,0.1142857142857142,166080.0,2,0.009973442,Low Risk,MORTGAGE,MEDICAL,B,N,No Default,High Risk,High Income,20-25
27,52000,0.0,5100,10.37,0.1,7,0.098076923076923,52886.99999999999,1,0.05165956,Low Risk,RENT,HOMEIMPROVEMENT,B,N,No Default,Medium Risk,Upper Middle Income,20-25
22,22000,6.0,7200,7.14,0.33,2,0.3272727272727272,51408.0,2,0.08532902,Low Risk,MORTGAGE,PERSONAL,A,N,No Default,High Risk,Middle Income,20-25
27,60000,11.0,20000,10.51,0.33,7,0.3333333333333333,210200.0,0,0.99552613,High Risk,RENT,VENTURE,B,N,Default,Low Risk,Low Income,20-25
24,108000,5.0,9950,14.96,0.09,4,0.0921296296296296,148852.0,1,0.2785629,Medium Risk,MORTGAGE,EDUCATION,D,Y,No Default,Medium Risk,High Income,20-25
21,104740,5.0,19200,11.99,0.18,3,0.1833110559480618,230208.0,0,0.044518013,Low Risk,MORTGAGE,MEDICAL,B,N,No Default,Low Risk,High Income,20-25
32,50000,16.0,12000,12.53,0.24,10,0.24,150360.0,0,0.08573248,Low Risk,RENT,DEBTCONSOLIDATION,B,N,No Default,Low Risk,Upper Middle Income,25-30
23,108000,2.0,35000,8.49,0.32,4,0.324074074074074,297150.0,0,0.046039756,Low Risk,OWN,VENTURE,A,N,No Default,Low Risk,High Income,20-25
23,78000,4.0,15250,10.99,0.2,2,0.1955128205128205,167597.5,0,0.14142284,Low Risk,MORTGAGE,PERSONAL,B,N,Default,Low Risk,Low Income,20-25
25,71000,5.0,9600,5.79,0.14,4,0.1352112676056338,55584.0,2,0.013256511,Low Risk,RENT,HOMEIMPROVEMENT,A,N,No Default,High Risk,Low Income,20-25
22,16596,1.93554313848614,5119,16.077145373558636,0.3093554313848614,2,0.3093554313848614,82059.3481580146,1,0.99977523,High Risk,OWN,MEDICAL,D,N,Default,Medium Risk,Middle Income,20-25
39,61766,4.0,5500,7.14,0.09,15,0.0890457533270731,39270.0,2,0.042288706,Low Risk,MORTGAGE,EDUCATION,A,N,No Default,High Risk,Low Income,25-30
33,130000,9.0,25000,15.33,0.19,10,0.1923076923076923,383250.0,0,0.19275428,Low Risk,MORTGAGE,PERSONAL,D,Y,No Default,Low Risk,High Income,25-30
28,19200,0.0,9250,14.22,0.48,9,0.4817708333333333,131535.0,0,0.999863,High Risk,RENT,MEDICAL,C,N,Default,Low Risk,Middle Income,20-25
24,72000,6.0,10000,12.98,0.14,4,0.1388888888888889,129800.0,1,0.16377933,Low Risk,MORTGAGE,EDUCATION,C,N,No Default,Medium Risk,Low Income,20-25
43,60000,2.0,10000,13.24,0.17,15,0.1666666666666666,132400.0,1,0.8584674,High Risk,RENT,EDUCATION,D,Y,Default,Medium Risk,Low Income,30-35
23,44000,2.0,3000,9.25,0.07,3,0.0681818181818181,27750.0,2,0.13955495,Low Risk,RENT,MEDICAL,B,N,No Default,High Risk,Upper Middle Income,20-25
25,14823,2.0,3000,13.2886878371354,0.20293439185677004,5,0.20244532654730835,39866.0635114062,1,0.9951981,High Risk,RENT,EDUCATION,C,N,Default,Medium Risk,Middle Income,20-25
22,35000,2.0,10000,10.99,0.29,2,0.2857142857142857,109900.0,0,0.009435586,Low Risk,RENT,VENTURE,B,N,No Default,Low Risk,Middle Income,20-25
23,112982,5.978706048811372,9989,10.394337927133677,0.08989353024405686,3,0.0884115323952049,103789.84988326675,1,0.9631388,High Risk,MORTGAGE,DEBTCONSOLIDATION,B,N,Default,Medium Risk,High Income,20-25
